,Customer ID,Is Blocked,Created At,Outstanding Amount,Loyalty Points,Number of Employees,Returning customer
385,3747433,0,1623315692000000000,0,0,2.0,0
386,3747509,0,1623316573000000000,0,1,2.0,1
387,3747694,0,1623317469000000000,0,3,2.0,1
388,3747750,0,1623318151000000000,0,6,2.0,1
389,3747772,0,1623318369000000000,0,45,2.0,1
390,3748006,0,1623321071000000000,0,357,5.0,1
391,3748154,0,1623322983000000000,0,3,2.0,1
392,3748370,0,1623325446000000000,0,3,3.0,1
393,3748606,0,1623327624000000000,0,10,2.0,1
394,3748957,0,1623331027000000000,0,0,2.0,0
395,3749486,0,1623335947000000000,0,16,2.0,1
396,3749729,0,1623338917000000000,0,17,2.0,1
397,3749814,0,1623340049000000000,0,5,4.0,1
398,3749893,0,1623340952000000000,0,79,3.0,1
399,3750313,0,1623346122000000000,0,7,3.0,1
400,3750576,0,1623349358000000000,0,0,2.0,0
401,3753816,0,1623409104000000000,0,3,9.0,1
402,3753868,0,1623409819000000000,0,50,2.0,1
403,3754477,0,1623416313000000000,0,88,2.0,1
404,3754892,0,1623419919000000000,0,3,3.0,1
405,3754977,0,1623420735000000000,0,87,3.0,1
406,3755320,0,1623424461000000000,0,2,2.0,1
407,3755412,0,1623425502000000000,0,123,3.0,1
408,3755460,0,1623426177000000000,0,43,3.0,1
409,3755621,0,1623428166000000000,0,309,2.0,1
410,3755647,0,1623428434000000000,0,175,2.0,1
411,3755731,0,1623429487000000000,0,128,3.0,1
412,3755829,0,1623430753000000000,0,3,2.0,1
413,3756514,0,1623439951000000000,0,105,2.0,1
414,3758252,0,1623479472000000000,0,3,3.0,1
415,3758306,0,1623480144000000000,0,25,2.0,1
416,3758372,0,1623480965000000000,0,40,3.0,1
417,3758704,0,1623484318000000000,0,0,2.0,0
418,3758785,0,1623485473000000000,0,175,3.0,1
419,3758980,0,1623487736000000000,0,18,2.0,1
420,3759058,0,1623488689000000000,0,200,5.0,1
421,3759084,0,1623489053000000000,0,9,4.0,1
422,3759102,0,1623489474000000000,0,44,3.0,1
423,3759192,0,1623490571000000000,0,112,4.0,1
424,3759255,0,1623491259000000000,0,47,3.0,1
425,3759345,0,1623492403000000000,0,0,4.0,0
426,3759910,0,1623499120000000000,0,3,5.0,1
427,3760655,0,1623506153000000000,0,3,2.0,1
428,3761037,0,1623510540000000000,0,3,3.0,1
429,3761169,0,1623512160000000000,0,21,2.0,1
430,3761185,0,1623512441000000000,0,734,5.0,1
431,3761457,0,1623516324000000000,0,0,1.0,0
432,3761473,0,1623516605000000000,0,0,1.0,0
433,3761485,0,1623516820000000000,0,3,2.0,1
434,3761507,0,1623517124000000000,0,138,3.0,1
435,3761535,0,1623517478000000000,0,13,5.0,1
436,3761536,0,1623517495000000000,0,3,2.0,1
437,3761784,0,1623520693000000000,0,3,2.0,1
438,3761918,0,1623522449000000000,0,0,4.0,0
439,3762008,0,1623524179000000000,0,6,3.0,1
440,3763637,0,1623561360000000000,0,0,733173381.0,0
441,3763829,0,1623564527000000000,0,0,2.0,0
442,3766123,0,1623589713000000000,0,337,3.0,1
443,3767101,0,1623599570000000000,0,18,15.0,1
444,3767591,0,1623606009000000000,0,7,2.0,1
445,3769910,0,1623652544000000000,0,0,2.0,0
446,3771529,0,1623672530000000000,0,0,3.0,0
447,3771566,0,1623672980000000000,0,7,2.0,1
448,3772578,0,1623683306000000000,0,725,3.0,1
449,3772741,1,1623685232000000000,0,11,5.0,1
450,3773037,0,1623688930000000000,0,0,4.0,0
451,3773398,0,1623694514000000000,0,3,3.0,1
452,3775622,0,1623743864000000000,0,3,2.0,1
453,3777012,0,1623760620000000000,0,44,1.0,1
454,3777036,0,1623760828000000000,0,0,5.0,0
455,3777077,0,1623761270000000000,0,109,2.0,1
456,3777148,0,1623761938000000000,0,12,4.0,1
457,3778868,1,1623782826000000000,0,2158,5.0,1
458,3779149,0,1623788156000000000,0,10,2.0,1
459,3781582,0,1623836781000000000,0,0,3.0,0
460,3782050,0,1623843211000000000,0,13,3.0,1
461,3783221,0,1623854159000000000,0,6,3.0,1
462,3783265,0,1623854608000000000,0,0,5.0,0
463,3783383,0,1623855869000000000,0,0,3.0,0
464,3783884,0,1623861283000000000,0,3,3.0,1
465,3784339,0,1623867051000000000,0,3,3.0,1
466,3787145,0,1623920737000000000,0,0,2.0,0
467,3787315,0,1623922962000000000,0,45,2.0,1
468,3787339,0,1623923230000000000,0,0,2.0,0
469,3789897,0,1623950512000000000,0,3,1.0,1
470,3790227,1,1623954795000000000,0,3,3.0,1
471,3790249,0,1623955186000000000,0,4,2.0,1
472,3792339,0,1624000380000000000,0,63,4.0,1
473,3792682,0,1624004455000000000,0,3,8.0,1
474,3793300,0,1624011138000000000,0,24,3.0,1
475,3793367,0,1624011715000000000,0,3,2.0,1
476,3793731,0,1624015727000000000,0,2,2.0,1
477,3793758,0,1624016008000000000,0,15,10.0,1
478,3793841,0,1624017020000000000,0,12,3.0,1
479,3793955,0,1624018138000000000,0,5,3.0,1
480,3795656,0,1624034468000000000,0,0,3.0,0
481,3795745,0,1624035313000000000,0,105,3.0,1
482,3802173,0,1624124691000000000,0,14,1.0,1
483,3802283,0,1624126026000000000,0,7,3.0,1
484,3802338,0,1624126682000000000,0,3,1.0,1
485,3808119,0,1624204934000000000,0,58,2.0,1
486,3811665,0,1624273290000000000,0,199,3.0,1
487,3812020,0,1624278135000000000,0,0,5.0,0
488,3812028,0,1624278235000000000,0,80,2.0,1
489,3812046,0,1624278437000000000,0,0,3.0,0
490,3812117,0,1624279205000000000,0,0,2.0,0
491,3812129,0,1624279280000000000,0,96,3.0,1
492,3812181,0,1624279958000000000,0,18,3.0,1
493,3813302,0,1624294854000000000,0,135,5.0,1
494,3814006,0,1624303068000000000,0,0,20.0,0
495,3815233,0,1624341324000000000,0,3,2.0,1
496,3815751,0,1624349298000000000,0,66,5.0,1
497,3815961,0,1624352183000000000,0,5,3.0,1
498,3816078,0,1624354108000000000,0,2,6.0,1
499,3816149,0,1624355265000000000,0,3,3.0,1
500,3817006,0,1624366160000000000,0,6,3.0,1
501,3817240,0,1624368788000000000,0,12,3.0,1
502,3818045,0,1624378688000000000,0,12,2.0,1
503,3818158,0,1624380411000000000,0,3,3.0,1
504,3818215,0,1624381352000000000,0,3,1.0,1
505,3818347,0,1624383329000000000,0,2,2.0,1
506,3818788,0,1624391823000000000,0,0,2.0,0
507,3819852,0,1624424804000000000,0,34,5.0,1
508,3820081,0,1624430140000000000,0,45,4.0,1
509,3820095,0,1624430384000000000,0,22,2.0,1
510,3820144,0,1624431054000000000,0,0,2.0,0
511,3820394,0,1624434686000000000,0,3,1.0,1
512,3820699,0,1624438685000000000,0,0,4.0,0
513,3821026,0,1624443481000000000,0,173,1.0,1
514,3821106,0,1624444676000000000,0,3,4.0,1
515,3821128,0,1624444986000000000,0,0,1.0,0
516,3821309,0,1624447289000000000,0,4,4.0,1
517,3821445,0,1624448898000000000,0,2,2.0,1
518,3821545,0,1624450018000000000,0,87,1.0,1
519,3821574,0,1624450394000000000,0,0,5.0,0
520,3822089,0,1624455500000000000,0,228,10.0,1
521,3822205,0,1624456511000000000,0,116,3.0,1
522,3822440,0,1624459219000000000,0,0,3.0,0
523,3823346,0,1624471759000000000,0,34,3.0,1
524,3823390,0,1624472496000000000,0,20,4.0,1
525,3823450,0,1624473582000000000,0,305,3.0,1
526,3824625,0,1624509935000000000,0,14,3.0,1
527,3825008,0,1624517567000000000,0,3,2.0,1
528,3825090,0,1624518630000000000,0,86,3.0,1
529,3825146,0,1624519397000000000,0,0,2.0,0
530,3825247,0,1624520731000000000,0,0,2.0,0
531,3825316,0,1624521705000000000,0,3,3.0,1
532,3825323,0,1624521896000000000,0,0,4.0,0
533,3825529,0,1624524933000000000,0,104,3.0,1
