,Order ID,Order Status,Category Name,SKU,Quantity,Unit Price,Cost Price,Total Cost Price,Total Price,Order Total,Sub Total,Remaining Balance,Payment Method,Transaction ID,Currency Symbol,Customer ID,Merchant ID,Store Name,Distance (in km),Order Time,Pickup Time,Delivery Time,Order Preparation Time,Flat Discount
39,11260641,ORDERED,Fruits & Vegetables,KKMFV4001,1,140,100,100,140,2662.2,2610,0,Pay Later,0,KSh,5181908,893555,Topup Mama,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,0,0
40,11260641,ORDERED,Fruits & Vegetables,KKMFV4011,1,35,25,25,35,2662.2,2610,0,Pay Later,0,KSh,5181908,893555,Topup Mama,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,0,0
41,11260641,ORDERED,Fruits & Vegetables,KKMFV5211,2,40,30,60,80,2662.2,2610,0,Pay Later,0,KSh,5181908,893555,Topup Mama,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,0,0
42,11260641,ORDERED,Cleaning & Hygiene,KKPT280100,1,180,130,130,180,2662.2,2610,0,Pay Later,0,KSh,5181908,893555,Topup Mama,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,0,0
43,11260641,ORDERED,Spreads,KKSP0101,1,450,375,375,450,2662.2,2610,0,Pay Later,0,KSh,5181908,893555,Topup Mama,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,0,0
44,11260641,ORDERED,Salt & Seasoning,KKSS2510,2,60,52.63,105.26,120,2662.2,2610,0,Pay Later,0,KSh,5181908,893555,Topup Mama,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,0,0
45,11260641,ORDERED,Salt & Seasoning,KKSS1205,1,300,270,270,300,2662.2,2610,0,Pay Later,0,KSh,5181908,893555,Topup Mama,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,0,0
46,11258031,ORDERED,Cooking Fat & Oil,KKCFO1420,8,2158,2125,17000,17264,17264.0,17264,0,CASH,0,KSh,4125968,893555,Topup Mama,20.09,2022-02-17T06:56:43.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,0,0
47,11254982,COMPLETED,Cooking Fat & Oil,KKCO0487,1,4400,4250,4250,4400,7700.0,7765,0,CASH,0,KSh,4133955,893555,Topup Mama,14.41,2022-02-16T23:16:32.000Z,2022-02-16T23:17:32.000Z,2022-02-17T08:00:00.000Z,0,0
48,11254982,COMPLETED,Flour & Sugar,KKFS0401,1,25,21.11,21.11,25,7700.0,7765,0,CASH,0,KSh,4133955,893555,Topup Mama,14.41,2022-02-16T23:16:32.000Z,2022-02-16T23:17:32.000Z,2022-02-17T08:00:00.000Z,0,0
49,11254982,COMPLETED,Flour & Sugar,KKFS0222,2,1670,1630,3260,3340,7700.0,7765,0,CASH,0,KSh,4133955,893555,Topup Mama,14.41,2022-02-16T23:16:32.000Z,2022-02-16T23:17:32.000Z,2022-02-17T08:00:00.000Z,0,0
50,11254731,COMPLETED,Cooking Fat & Oil,KKCFO1420,1,2158,2125,2125,2158,4098.0,4098,0,CASH,0,KSh,5153640,893555,Topup Mama,153.42,2022-02-16T22:49:29.000Z,2022-02-16T22:50:17.000Z,2022-02-17T08:00:00.000Z,0,0
51,11254731,COMPLETED,Cooking Fat & Oil,KKCO0918,1,1940,1900,1900,1940,4098.0,4098,0,CASH,0,KSh,5153640,893555,Topup Mama,153.42,2022-02-16T22:49:29.000Z,2022-02-16T22:50:17.000Z,2022-02-17T08:00:00.000Z,0,0
52,11254709,COMPLETED,Flour & Sugar,KKFS02350,1,3400,3200,3200,3400,3260.0,3400,0,CASH,0,KSh,3906530,893555,Topup Mama,21.03,2022-02-16T22:46:48.000Z,2022-02-16T22:47:48.000Z,2022-02-17T08:00:00.000Z,0,0
53,11254701,COMPLETED,Flour & Sugar,KKFS0302,1,1740,1720,1720,1740,2003.0,2003,0,CASH,0,KSh,4250080,893555,Topup Mama,7.58,2022-02-16T22:45:53.000Z,2022-02-16T22:46:41.000Z,2022-02-17T08:00:00.000Z,0,0
54,11254701,COMPLETED,Flour & Sugar,KKFS0702,1,263,247,247,263,2003.0,2003,0,CASH,0,KSh,4250080,893555,Topup Mama,7.58,2022-02-16T22:45:53.000Z,2022-02-16T22:46:41.000Z,2022-02-17T08:00:00.000Z,0,0
55,11254632,COMPLETED,Cooking Fat & Oil,KKCO0488,1,2210,2125,2125,2210,2700.0,2800,0,CASH,0,KSh,3648607,893555,Topup Mama,5.03,2022-02-16T22:38:32.000Z,2022-02-16T22:39:32.000Z,2022-02-17T08:00:00.000Z,0,0
56,11254632,COMPLETED,Packaging,KKPT0610,2,150,132.13,264.26,300,2700.0,2800,0,CASH,0,KSh,3648607,893555,Topup Mama,5.03,2022-02-16T22:38:32.000Z,2022-02-16T22:39:32.000Z,2022-02-17T08:00:00.000Z,0,0
57,11254632,COMPLETED,Fruits & Vegetables,KKMFV01,2,80,70,140,160,2700.0,2800,0,CASH,0,KSh,3648607,893555,Topup Mama,5.03,2022-02-16T22:38:32.000Z,2022-02-16T22:39:32.000Z,2022-02-17T08:00:00.000Z,0,0
58,11254632,COMPLETED,Fruits & Vegetables,KKMFV1301,1,130,90,90,130,2700.0,2800,0,CASH,0,KSh,3648607,893555,Topup Mama,5.03,2022-02-16T22:38:32.000Z,2022-02-16T22:39:32.000Z,2022-02-17T08:00:00.000Z,0,0
59,11254603,COMPLETED,Cooking Fat & Oil,KKCFO1420,4,2158,2125,8500,8632,11700.0,11782,0,CASH,0,KSh,5175046,893555,Topup Mama,6.28,2022-02-16T22:35:44.000Z,2022-02-16T22:36:32.000Z,2022-02-17T08:00:00.000Z,0,0
60,11254603,COMPLETED,Flour & Sugar,KKFS0302,1,1740,1720,1720,1740,11700.0,11782,0,CASH,0,KSh,5175046,893555,Topup Mama,6.28,2022-02-16T22:35:44.000Z,2022-02-16T22:36:32.000Z,2022-02-17T08:00:00.000Z,0,0
61,11254603,COMPLETED,Flour & Sugar,KKFS0102,1,1410,1370,1370,1410,11700.0,11782,0,CASH,0,KSh,5175046,893555,Topup Mama,6.28,2022-02-16T22:35:44.000Z,2022-02-16T22:36:32.000Z,2022-02-17T08:00:00.000Z,0,0
62,11254587,COMPLETED,Salt & Seasoning,KKSS1016,4,230,203,812,920,5220.0,5320,0,CASH,0,KSh,4083504,893555,Topup Mama,9.82,2022-02-16T22:33:53.000Z,2022-02-16T22:31:25.000Z,2022-02-17T08:00:00.000Z,0,0
63,11254587,COMPLETED,Cooking Fat & Oil,KKCO0487,1,4400,4250,4250,4400,5220.0,5320,0,CASH,0,KSh,4083504,893555,Topup Mama,9.82,2022-02-16T22:33:53.000Z,2022-02-16T22:31:25.000Z,2022-02-17T08:00:00.000Z,0,0
64,11254516,COMPLETED,Flour & Sugar,KKFS0104,2,1720,1680,3360,3440,8550.0,8692,0,CASH,0,KSh,4026966,893555,Topup Mama,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,0,0
65,11254516,COMPLETED,Flour & Sugar,KKFS0401,12,25,21.11,253.32,300,8550.0,8692,0,CASH,0,KSh,4026966,893555,Topup Mama,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,0,0
66,11254516,COMPLETED,Flour & Sugar,KKFS0269,1,1690,1670,1670,1690,8550.0,8692,0,CASH,0,KSh,4026966,893555,Topup Mama,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,0,0
67,11254516,COMPLETED,Flour & Sugar,KKFS0702,4,263,247,988,1052,8550.0,8692,0,CASH,0,KSh,4026966,893555,Topup Mama,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,0,0
68,11254516,COMPLETED,Cooking Fat & Oil,KKCO0488,1,2210,2125,2125,2210,8550.0,8692,0,CASH,0,KSh,4026966,893555,Topup Mama,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,0,0
69,11254478,COMPLETED,Flour & Sugar,KKFS0222,2,1670,1630,3260,3340,8100.0,8145,0,CASH,0,KSh,4599718,893555,Topup Mama,3.74,2022-02-16T22:23:11.000Z,2022-02-16T22:20:43.000Z,2022-02-17T08:00:00.000Z,0,0
70,11254478,COMPLETED,Flour & Sugar,KKFS2402,2,1370,1330,2660,2740,8100.0,8145,0,CASH,0,KSh,4599718,893555,Topup Mama,3.74,2022-02-16T22:23:11.000Z,2022-02-16T22:20:43.000Z,2022-02-17T08:00:00.000Z,0,0
71,11254478,COMPLETED,Cooking Fat & Oil,KKCO0810,1,2000,1960,1960,2000,8100.0,8145,0,CASH,0,KSh,4599718,893555,Topup Mama,3.74,2022-02-16T22:23:11.000Z,2022-02-16T22:20:43.000Z,2022-02-17T08:00:00.000Z,0,0
72,11254478,COMPLETED,Salt & Seasoning,KKSS0002,1,65,58,58,65,8100.0,8145,0,CASH,0,KSh,4599718,893555,Topup Mama,3.74,2022-02-16T22:23:11.000Z,2022-02-16T22:20:43.000Z,2022-02-17T08:00:00.000Z,0,0
73,11254459,COMPLETED,Flour & Sugar,KKFS2402,3,1370,1330,3990,4110,8535.0,8735,0,CASH,0,KSh,4590786,893555,Topup Mama,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,0,0
74,11254459,COMPLETED,Rice & Cereals,KKGRO239,1,2450,2320,2320,2450,8535.0,8735,0,CASH,0,KSh,4590786,893555,Topup Mama,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,0,0
75,11254459,COMPLETED,Cooking Fat & Oil,KKCO0810,1,2000,1960,1960,2000,8535.0,8735,0,CASH,0,KSh,4590786,893555,Topup Mama,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,0,0
76,11254459,COMPLETED,Cleaning & Hygiene,KKPT0301,2,55,49.2,98.4,110,8535.0,8735,0,CASH,0,KSh,4590786,893555,Topup Mama,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,0,0
77,11254459,COMPLETED,Salt & Seasoning,KKSS0002,1,65,58,58,65,8535.0,8735,0,CASH,0,KSh,4590786,893555,Topup Mama,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,0,0
78,11254441,COMPLETED,Meat & Fish,KKMFV0303,5,560,480,2400,2800,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
79,11254441,COMPLETED,Cooking Fat & Oil,KKCO0487,1,4400,4250,4250,4400,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
80,11254441,COMPLETED,Packaging,KKPT0510,1,38,29,29,38,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
81,11254441,COMPLETED,Salt & Seasoning,KKSS0002,1,65,58,58,65,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
82,11254441,COMPLETED,Salt & Seasoning,KKSS1016,1,230,203,203,230,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
83,11254441,COMPLETED,Flour & Sugar,KKFS0602,1,1930,1910,1910,1930,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
84,11254441,COMPLETED,Flour & Sugar,KKFS012,1,1815,1680,1680,1815,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
85,11254441,COMPLETED,Cleaning & Hygiene,KKPT0108,1,150,140,140,150,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
86,11254441,COMPLETED,Cleaning & Hygiene,KKPT0301,2,55,49.2,98.4,110,11452.0,11538,0,CASH,0,KSh,3636098,893555,Topup Mama,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,0,0
87,11254416,COMPLETED,Cooking Fat & Oil,KKCO0487,1,4400,4250,4250,4400,4320.0,4400,0,CASH,0,KSh,4384052,893555,Topup Mama,1.97,2022-02-16T22:16:37.000Z,2022-02-16T22:17:24.000Z,2022-02-17T08:00:00.000Z,0,0
88,11254400,COMPLETED,Rice & Cereals,KKGRO239,1,2450,2320,2320,2450,10778.0,11168,0,CASH,0,KSh,4593077,893555,Topup Mama,4.42,2022-02-16T22:15:32.000Z,2022-02-16T22:16:31.000Z,2022-02-17T08:00:00.000Z,0,0
89,11254400,COMPLETED,Flour & Sugar,KKFS0222,3,1670,1630,4890,5010,10778.0,11168,0,CASH,0,KSh,4593077,893555,Topup Mama,4.42,2022-02-16T22:15:32.000Z,2022-02-16T22:16:31.000Z,2022-02-17T08:00:00.000Z,0,0
90,11254400,COMPLETED,Cooking Fat & Oil,KKCO0810,1,2000,1960,1960,2000,10778.0,11168,0,CASH,0,KSh,4593077,893555,Topup Mama,4.42,2022-02-16T22:15:32.000Z,2022-02-16T22:16:31.000Z,2022-02-17T08:00:00.000Z,0,0
91,11254400,COMPLETED,Packaging,KKPT0610,9,150,132.13,1189.17,1350,10778.0,11168,0,CASH,0,KSh,4593077,893555,Topup Mama,4.42,2022-02-16T22:15:32.000Z,2022-02-16T22:16:31.000Z,2022-02-17T08:00:00.000Z,0,0
92,11254400,COMPLETED,Salt & Seasoning,KKSS0002,2,65,58,116,130,10778.0,11168,0,CASH,0,KSh,4593077,893555,Topup Mama,4.42,2022-02-16T22:15:32.000Z,2022-02-16T22:16:31.000Z,2022-02-17T08:00:00.000Z,0,0
93,11254400,COMPLETED,Salt & Seasoning,KKSS0240,2,114,102,204,228,10778.0,11168,0,CASH,0,KSh,4593077,893555,Topup Mama,4.42,2022-02-16T22:15:32.000Z,2022-02-16T22:16:31.000Z,2022-02-17T08:00:00.000Z,0,0
94,11254387,COMPLETED,Meat & Fish,KKMF0204,1,400,350,350,400,38205.0,38440,0,CASH,0,KSh,4064520,893555,Topup Mama,5.89,2022-02-16T22:13:47.000Z,2022-02-16T22:14:35.000Z,2022-02-17T08:00:00.000Z,0,0
95,11254387,COMPLETED,Cooking Fat & Oil,KKCFO1420,10,2158,2125,21250,21580,38205.0,38440,0,CASH,0,KSh,4064520,893555,Topup Mama,5.89,2022-02-16T22:13:47.000Z,2022-02-16T22:14:35.000Z,2022-02-17T08:00:00.000Z,0,0
96,11254387,COMPLETED,Flour & Sugar,KKFSO172,1,1390,1370,1370,1390,38205.0,38440,0,CASH,0,KSh,4064520,893555,Topup Mama,5.89,2022-02-16T22:13:47.000Z,2022-02-16T22:14:35.000Z,2022-02-17T08:00:00.000Z,0,0
97,11254387,COMPLETED,Flour & Sugar,KKFS0302,3,1740,1720,5160,5220,38205.0,38440,0,CASH,0,KSh,4064520,893555,Topup Mama,5.89,2022-02-16T22:13:47.000Z,2022-02-16T22:14:35.000Z,2022-02-17T08:00:00.000Z,0,0
98,11254387,COMPLETED,Cleaning & Hygiene,KKPT0108,1,150,140,140,150,38205.0,38440,0,CASH,0,KSh,4064520,893555,Topup Mama,5.89,2022-02-16T22:13:47.000Z,2022-02-16T22:14:35.000Z,2022-02-17T08:00:00.000Z,0,0
99,11254387,COMPLETED,Cooking Fat & Oil,KKCO0918,5,1940,1900,9500,9700,38205.0,38440,0,CASH,0,KSh,4064520,893555,Topup Mama,5.89,2022-02-16T22:13:47.000Z,2022-02-16T22:14:35.000Z,2022-02-17T08:00:00.000Z,0,0
